"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.796641666E-1,-1.526734904E0,8.573906797E-1,1.498092903E0,2.304413286E0
6.897341667E-1,-1.853705941E0,1.229817386E0,7.901949160E-1,2.360738131E0
6.998041667E-1,-2.180692180E0,1.266058429E0,2.983117864E-2,2.521747852E0
7.098741666E-1,-2.530956770E0,1.409590032E0,-2.511181779E-1,2.907876643E0
7.199441667E-1,-2.688379603E0,1.661229635E0,-1.632237824E-1,3.164444784E0
7.300141667E-1,-3.151457448E0,2.309006989E0,-3.816793406E-1,3.925414174E0
7.400841666E-1,-3.423924249E0,3.021697792E0,-5.485999520E-1,4.599443088E0
7.501541667E-1,-3.259342085E0,3.257087399E0,-9.457403541E-1,4.703865854E0
7.602241667E-1,-3.249305924E0,3.513770810E0,-1.236282653E0,4.942971687E0
7.702941666E-1,-3.326410233E0,4.070660799E0,-1.644161174E0,5.508044149E0
7.803641667E-1,-3.035634046E0,4.400339681E0,-2.394681416E0,5.857692588E0
7.904341667E-1,-2.786230418E0,4.545390390E0,-3.367368225E0,6.305776915E0
8.005041667E-1,-2.637421119E0,4.878019193E0,-4.150230879E0,6.926433263E0
8.105741667E-1,-2.341538558E0,4.794065455E0,-4.988664300E0,7.304289008E0
8.206441667E-1,-1.938291178E0,4.310183802E0,-6.015323102E0,7.649756148E0
8.307141667E-1,-1.482088489E0,4.118063006E0,-6.764649636E0,8.057016439E0
8.407841666E-1,-1.002620314E0,3.935989482E0,-7.502990420E0,8.531830163E0
8.508534583E-1,-3.584810972E-2,3.031149817E0,-8.336785830E0,8.870803361E0
8.609234584E-1,1.475184097E0,1.608611126E0,-9.107866344E0,9.365736876E0
8.709934583E-1,3.578662625E0,6.800715262E-1,-9.902883021E0,1.055160725E1
8.810634583E-1,6.530678564E0,-3.630074269E-1,-1.087694846E1,1.269210560E1
8.911334584E-1,9.925232248E0,-1.792963895E0,-1.171880718E1,1.546141638E1
9.012034583E-1,1.372195333E1,-3.268440937E0,-1.226711930E1,1.869376702E1
9.112734583E-1,1.810423330E1,-4.673864243E0,-1.277939854E1,2.264776584E1
9.213434584E-1,2.262090568E1,-6.174421747E0,-1.282160842E1,2.672494154E1
9.314134583E-1,2.644927189E1,-7.415490346E0,-1.256891281E1,3.020812887E1
9.414834583E-1,2.930442052E1,-7.999486856E0,-1.308463022E1,3.307489078E1
9.515534583E-1,3.128531451E1,-8.208540604E0,-1.395980403E1,3.522821556E1
9.616234583E-1,3.171810670E1,-8.580415918E0,-1.494781742E1,3.609846362E1
9.716934583E-1,3.142659026E1,-8.835341656E0,-1.548198512E1,3.613012179E1
9.817634583E-1,3.111951086E1,-9.366603298E0,-1.464557835E1,3.564618042E1
9.918344583E-1,3.089043333E1,-1.001869180E1,-1.274097064E1,3.488445771E1
1.001904458E0,3.067969032E1,-1.083757097E1,-9.787343209E0,3.397776375E1
1.011974458E0,3.027616929E1,-1.118821913E1,-6.210765116E0,3.286938207E1
1.022044458E0,2.893435726E1,-1.156229359E1,-2.797740662E0,3.128435736E1
1.032114458E0,2.639297022E1,-1.159997071E1,4.684580143E-1,2.883344673E1
1.042184458E0,2.385447873E1,-1.147190967E1,3.149085817E0,2.665628647E1
1.052254458E0,2.195427866E1,-1.209631395E1,4.748680537E0,2.551198011E1
1.062324458E0,2.012166538E1,-1.283132766E1,6.333568339E0,2.469085813E1
1.072394458E0,1.838398632E1,-1.399411432E1,6.701744120E0,2.405659084E1
1.082464458E0,1.639751175E1,-1.495510539E1,5.863635803E0,2.295464644E1
1.092534458E0,1.482137138E1,-1.705757118E1,5.142340822E0,2.317493157E1
1.102604458E0,1.379307302E1,-1.896779572E1,3.959301746E0,2.378449512E1
1.112674458E0,1.284965868E1,-2.116129798E1,2.929920773E0,2.492987558E1
1.122744458E0,1.204702776E1,-2.336746648E1,2.161275916E0,2.637878847E1
1.132814458E0,1.179463153E1,-2.518784504E1,1.158531057E0,2.783672152E1
1.142884458E0,1.222581457E1,-2.651748317E1,7.803799260E-1,2.921055372E1
1.152954458E0,1.267225182E1,-2.700766695E1,7.436982957E-1,2.984213678E1
1.163024458E0,1.304999365E1,-2.727694527E1,7.247217420E-1,3.024664112E1
1.173094458E0,1.407648639E1,-2.773066581E1,1.067137614E0,3.111713480E1
1.183164458E0,1.571848044E1,-2.764614548E1,1.926587976E0,3.186050421E1
1.193234458E0,1.766920397E1,-2.729498042E1,2.897991759E0,3.264376022E1
1.203304458E0,1.957144589E1,-2.705342960E1,3.275929759E0,3.355087575E1
1.213374458E0,2.176779224E1,-2.622199764E1,2.326376435E0,3.415906858E1
1.223444458E0,2.503438370E1,-2.514485631E1,7.999853477E-1,3.549118402E1
1.233514458E0,2.746485373E1,-2.404891502E1,-1.185994259E0,3.652499263E1
1.243584458E0,3.054072071E1,-2.251020619E1,-3.176005229E0,3.807272007E1
1.253654458E0,3.419557431E1,-2.025235532E1,-3.449155569E0,3.989225329E1
1.263724458E0,3.469136908E1,-1.983430981E1,-3.646080437E0,4.012710851E1
1.273794458E0,3.614864257E1,-2.110948229E1,-2.200216033E0,4.191867786E1
1.283864458E0,3.605996604E1,-2.021596225E1,6.003277107E-1,4.134448783E1
1.293934458E0,3.534079594E1,-2.057834929E1,1.992926391E0,4.094401144E1
1.304004458E0,3.362250742E1,-2.020919819E1,2.132677184E0,3.928654997E1
1.314074458E0,3.101199226E1,-1.897435513E1,1.506043362E0,3.638733273E1
1.324144458E0,2.807271156E1,-1.801266708E1,-2.773463388E-1,3.335581254E1
1.334214458E0,2.491568756E1,-1.710834138E1,-1.045903085E0,3.024203605E1
1.344284458E0,2.084636694E1,-1.661804884E1,-1.380667949E0,2.669525812E1
1.354354458E0,1.529791244E1,-1.722523073E1,-1.902102760E0,2.311607003E1
1.364424458E0,8.638396908E0,-1.903832483E1,-1.547836336E0,2.096367122E1
1.374494458E0,2.574945374E0,-2.225876890E1,4.446247633E-1,2.241162261E1
1.384564458E0,-2.747511910E0,-2.808215130E1,3.343814178E0,2.841367869E1
1.394634458E0,-8.930781080E0,-3.371788954E1,7.800373961E0,3.574214263E1
1.404704458E0,-1.463400905E1,-3.729102713E1,1.176205318E1,4.175069844E1
1.414774458E0,-1.893718671E1,-3.931655175E1,1.519515464E1,4.620931731E1
1.424844458E0,-2.178151916E1,-4.073755613E1,1.840738922E1,4.972740727E1
1.434914458E0,-2.310525160E1,-4.227829278E1,2.059055126E1,5.239539572E1
1.444984458E0,-2.318853700E1,-4.343170986E1,2.056203088E1,5.335558812E1
1.455054458E0,-2.268518295E1,-4.270322631E1,1.900201012E1,5.195439780E1
1.465124458E0,-2.205486012E1,-4.080360160E1,1.748632645E1,4.956936928E1
1.475194458E0,-2.234227416E1,-3.886822233E1,1.662443400E1,4.781514120E1
1.485264458E0,-2.231762464E1,-3.679646261E1,1.628575976E1,4.601393268E1
1.495334458E0,-2.050062576E1,-3.471727459E1,1.522087888E1,4.309570704E1
1.505404458E0,-1.671342511E1,-3.305463051E1,1.305795639E1,3.927413146E1
1.515474458E0,-1.107896742E1,-3.196297172E1,1.095814406E1,3.555919011E1
1.525544458E0,-4.240180936E0,-3.147856265E1,9.060651248E0,3.302990224E1
1.535614458E0,2.810300481E0,-3.185710203E1,7.580347914E0,3.286691974E1
1.545684458E0,9.001839952E0,-3.333643122E1,7.499238846E0,3.533538386E1
1.555754458E0,1.461593647E1,-3.576076869E1,9.950289906E0,3.989318796E1
1.565824458E0,1.952046402E1,-3.881325851E1,1.284786944E1,4.530546656E1
1.575894458E0,2.369947606E1,-4.127195889E1,1.596609716E1,5.019916349E1
1.585964458E0,2.675749032E1,-4.444150529E1,1.809439127E1,5.494012811E1
1.596034458E0,2.866972865E1,-4.743721630E1,2.064088877E1,5.914633649E1
1.606104458E0,2.976429935E1,-4.889515170E1,2.360334316E1,6.191742229E1
1.616174458E0,2.960820208E1,-4.914677844E1,2.382198926E1,6.212518518E1
1.626244458E0,2.760471913E1,-4.870675909E1,2.326168099E1,6.062569341E1
1.636314458E0,2.270463781E1,-4.591851664E1,2.259282969E1,5.598612955E1
1.646384458E0,1.678227374E1,-4.417213576E1,2.139957903E1,5.187257727E1
1.656454458E0,1.189505629E1,-4.225320120E1,1.993290556E1,4.820939846E1
1.666524458E0,8.366323040E0,-3.978640125E1,1.873443334E1,4.476529994E1
1.676594458E0,6.324175957E0,-3.733204885E1,1.713954329E1,4.156249532E1
1.686664458E0,6.320470576E0,-3.527322083E1,1.521944514E1,3.893301898E1
1.696734458E0,7.259436346E0,-3.327425427E1,1.295176744E1,3.643657082E1
1.706804458E0,8.851471201E0,-3.114378616E1,1.080715726E1,3.413324782E1
1.716874458E0,1.182844247E1,-2.881506704E1,7.907870343E0,3.213649877E1
1.726944458E0,1.470080764E1,-2.563322044E1,4.480472848E0,2.988729450E1
1.737014458E0,1.570287539E1,-2.223355337E1,1.295811401E0,2.725051042E1
1.747084458E0,1.580905615E1,-1.903882886E1,-1.518829468E0,2.479334797E1
1.757154458E0,1.615560191E1,-1.551227838E1,-4.083074437E0,2.276632931E1
1.767224458E0,1.807283609E1,-1.244269481E1,-6.033319078E0,2.275629578E1
1.777294458E0,2.137431906E1,-1.054853023E1,-5.183970074E0,2.439275612E1
1.787364458E0,2.568620791E1,-9.396150448E0,-1.910676825E0,2.741750547E1
1.797434458E0,2.974485619E1,-9.855007188E0,1.228495331E0,3.135899930E1
1.807504458E0,3.170042004E1,-1.094123041E1,6.211456257E0,3.410585496E1
1.817574458E0,3.257391922E1,-1.094833360E1,1.236192255E1,3.652045113E1
1.827644458E0,3.409318255E1,-1.041439862E1,1.942477199E1,4.059712504E1
1.837714458E0,3.871567783E1,-8.773489809E0,2.647236138E1,4.771439773E1
1.847784583E0,4.747734691E1,-7.823109105E0,3.136517812E1,5.743756527E1
1.857854583E0,5.709326145E1,-6.741106406E0,3.058606470E1,6.511981551E1
1.867925583E0,6.396434328E1,-4.548161970E0,2.606487594E1,6.922066704E1
1.877995583E0,6.780465418E1,-2.673053466E0,1.940002307E1,7.057603870E1
1.888065583E0,6.645899001E1,-2.163632344E0,1.442268833E1,6.804037475E1
1.898135583E0,6.054411037E1,-3.795266297E0,1.286585781E1,6.201228624E1
1.908205583E0,5.254783247E1,-5.539926344E0,1.440438070E1,5.476724993E1
1.918275583E0,4.608779119E1,-7.048887466E0,1.635782318E1,4.941001610E1
1.928345583E0,4.287067185E1,-9.042158259E0,1.806098145E1,4.739044400E1
1.938415583E0,4.133900073E1,-1.173770772E1,1.992379092E1,4.736712160E1
1.948485583E0,3.946318588E1,-1.436846243E1,2.097065536E1,4.694213607E1
1.958555583E0,3.669553031E1,-1.614538799E1,2.074167372E1,4.513814935E1
1.968625583E0,3.265012481E1,-1.711665963E1,1.978465993E1,4.183830130E1
1.978695583E0,2.749705084E1,-1.770059416E1,1.728733985E1,3.698987642E1
1.988765583E0,2.244844790E1,-1.876485407E1,1.328858227E1,3.213470056E1
1.998835583E0,1.790660794E1,-2.014506125E1,9.372418939E0,2.853615842E1
2.008905583E0,1.417019387E1,-2.185293004E1,5.952357945E0,2.671657745E1
2.018975583E0,1.119334130E1,-2.377088460E1,3.650637757E0,2.652683547E1
2.029045583E0,8.646000627E0,-2.558576678E1,2.376480349E0,2.711148184E1
2.039115583E0,6.986067905E0,-2.712394936E1,2.068023790E0,2.808541430E1
2.049185583E0,6.030526448E0,-2.829833222E1,2.689320420E0,2.905848069E1
2.059255583E0,5.773950040E0,-2.929566373E1,4.052508702E0,3.013299254E1
2.069325583E0,6.429223525E0,-3.055287123E1,4.790547770E0,3.158737411E1
2.079395583E0,7.730076395E0,-3.124647263E1,5.611103915E0,3.267385223E1
2.089465583E0,9.508842081E0,-3.175593117E1,6.343192856E0,3.375045685E1
2.099535583E0,1.149930738E1,-3.243829422E1,6.808002062E0,3.508312834E1
2.109605583E0,1.403351871E1,-3.270605927E1,6.947397344E0,3.626144358E1
2.119675583E0,1.645521090E1,-3.278134568E1,6.813686725E0,3.730706257E1
2.129745583E0,1.846983280E1,-3.240739052E1,7.083753244E0,3.796779219E1
2.139815583E0,2.084068813E1,-3.178219686E1,7.265493477E0,3.869405270E1
2.149885583E0,2.311803128E1,-3.077708622E1,6.929408970E0,3.911124026E1
2.159955583E0,2.474453254E1,-3.032790779E1,7.282055715E0,3.981334220E1
2.170025583E0,2.602707252E1,-3.010344020E1,7.880993031E0,4.056766775E1
2.180095583E0,2.693373944E1,-2.995232710E1,8.233647963E0,4.111400221E1
2.190165583E0,2.732364581E1,-2.988171144E1,9.048009567E0,4.148933328E1
2.200235583E0,2.713380543E1,-2.916454576E1,8.959925357E0,4.083006722E1
2.210305583E0,2.574500517E1,-2.818935649E1,7.842280371E0,3.897366383E1
2.220375583E0,2.340441386E1,-2.695441753E1,6.689429884E0,3.631880622E1
2.230445583E0,2.084807667E1,-2.556025889E1,5.818573067E0,3.349365504E1
2.240515583E0,1.815071750E1,-2.414938890E1,5.098653935E0,3.063719638E1
2.250585583E0,1.532144397E1,-2.293650096E1,5.018274601E0,2.803591984E1
2.260655583E0,1.245874074E1,-2.196442007E1,5.332603372E0,2.580877038E1
2.270725583E0,9.586321782E0,-2.133680333E1,5.592954158E0,2.405073549E1
2.280795583E0,5.871469318E0,-2.091261590E1,5.905503037E0,2.250970061E1
2.290865583E0,7.223275995E-1,-2.155631248E1,6.556231481E0,2.254285998E1
2.300935583E0,-4.964170314E0,-2.465182143E1,9.014065896E0,2.671345486E1
2.311005583E0,-1.099232221E1,-3.136307078E1,1.401608933E1,3.606832567E1
2.321075583E0,-1.893921102E1,-3.652742053E1,2.125700988E1,4.631205711E1
2.331145583E0,-2.796769089E1,-3.671983134E1,2.856161129E1,5.427986171E1
2.341215583E0,-3.301923615E1,-3.621502484E1,3.190185662E1,5.847671704E1
2.351285583E0,-3.301958698E1,-3.675533096E1,2.971972252E1,5.765855864E1
2.361355583E0,-3.051760082E1,-3.560252666E1,2.595004130E1,5.359354913E1
2.371425583E0,-2.810593778E1,-3.393334306E1,2.312799727E1,4.976263425E1
2.381495583E0,-2.750846460E1,-3.232745206E1,2.155017758E1,4.760451591E1
2.391565583E0,-2.719841249E1,-3.098603530E1,1.952104991E1,4.561753407E1
2.401635583E0,-2.566211037E1,-2.999444810E1,1.676944378E1,4.288851909E1
2.411705583E0,-2.191016024E1,-2.913892794E1,1.411062127E1,3.909273431E1
2.421775583E0,-1.620056349E1,-2.844779641E1,1.136391393E1,3.465362777E1
2.431845583E0,-1.052049985E1,-2.798317431E1,8.346234931E0,3.103866298E1
2.441915583E0,-4.952071840E0,-2.786840984E1,6.630126838E0,2.907111736E1
2.451985583E0,4.197780436E-1,-2.848716688E1,6.552406817E0,2.923403711E1
2.462055583E0,5.972967042E0,-3.016620187E1,8.317535042E0,3.185682752E1
2.472125583E0,1.169856996E1,-3.225616281E1,1.167000398E1,3.624231741E1
2.482195583E0,1.720559812E1,-3.458274653E1,1.583930263E1,4.174784392E1
2.492265583E0,2.218969457E1,-3.618080928E1,1.942657177E1,4.667788765E1
2.502335583E0,2.620105759E1,-3.687008140E1,2.021650955E1,4.954397622E1
2.512405583E0,2.935275828E1,-3.634819869E1,1.862374438E1,5.029532604E1
2.522475583E0,3.167895842E1,-3.486076994E1,1.635286592E1,4.986226941E1
2.532545583E0,3.245368877E1,-3.288112491E1,1.332389126E1,4.808259944E1
2.542615583E0,3.107441012E1,-3.069920599E1,1.113126024E1,4.507732431E1
2.552685583E0,2.775936863E1,-2.878384993E1,1.108662259E1,4.149705729E1
2.562755583E0,2.286527953E1,-2.697104000E1,1.193756906E1,3.731974761E1
2.572825583E0,1.718376345E1,-2.590614508E1,1.231165403E1,3.343631116E1
2.582895583E0,1.137927925E1,-2.551921845E1,1.203297574E1,3.042221247E1
2.592965583E0,6.287724414E0,-2.545161528E1,1.247990065E1,2.903563533E1
2.603035583E0,2.583855945E0,-2.561746804E1,1.309448862E1,2.888592413E1
2.613105583E0,3.770255417E-1,-2.570691641E1,1.375704832E1,2.915894508E1
2.623175583E0,-5.402008653E-1,-2.592380367E1,1.422333453E1,2.957429051E1
2.633245583E0,-6.303894889E-1,-2.498347316E1,1.428862922E1,2.878777948E1
2.643315583E0,-5.205308318E-1,-2.390404207E1,1.325798730E1,2.733950268E1
2.653385583E0,-5.748684222E-1,-2.237166460E1,1.224868420E1,2.551180345E1
2.663455583E0,-1.972879797E-1,-2.050268866E1,1.087564687E1,2.320945625E1
2.673525583E0,1.147341825E0,-1.872128295E1,8.438223912E0,2.056712064E1
2.683595583E0,3.110462619E0,-1.747578743E1,5.217793878E0,1.850144581E1
2.693665583E0,4.549466484E0,-1.653738884E1,2.612717217E0,1.734961573E1
2.703735583E0,5.119170645E0,-1.601288775E1,1.240794803E0,1.685698828E1
2.713805583E0,5.025444456E0,-1.618230263E1,2.527201688E0,1.713209733E1
2.723875583E0,5.439670569E0,-1.671373385E1,6.749966108E0,1.882819581E1
2.733945583E0,8.383071220E0,-1.646135749E1,1.106035339E1,2.153099140E1
2.744016583E0,1.463643564E1,-1.658569152E1,1.283595164E1,2.557483267E1
2.754086583E0,2.235885920E1,-1.770241147E1,1.268987650E1,3.121421026E1
2.764155583E0,2.809383170E1,-1.804349243E1,1.316924995E1,3.589234101E1
2.774226583E0,3.192042036E1,-2.010731163E1,1.561923565E1,4.083108790E1
2.784296583E0,3.406222505E1,-2.277239534E1,2.166004209E1,4.634624675E1
2.794366583E0,3.975994845E1,-2.423277020E1,2.928152516E1,5.500443953E1
2.804436583E0,5.302903961E1,-2.629397218E1,3.330189523E1,6.791515472E1
2.814506583E0,6.952156978E1,-2.652043251E1,3.247481593E1,8.118617908E1
2.824576583E0,7.353855080E1,-2.192202307E1,2.668435803E1,8.124375984E1
2.834646583E0,7.303231758E1,-1.625943560E1,1.787423424E1,7.692578830E1
2.844716583E0,7.241094099E1,-1.297470256E1,1.132318691E1,7.443051688E1
2.854787167E0,6.285391025E1,-1.138710984E1,7.302127452E0,6.429308959E1
2.864857167E0,4.916515273E1,-9.466692427E0,6.156071430E0,5.044529436E1
2.874927167E0,3.959520198E1,-8.531018640E0,8.818573011E0,4.145269025E1
2.884997167E0,3.277074117E1,-9.345338729E0,1.286858261E1,3.642605182E1
2.895067167E0,2.801347692E1,-1.097794390E1,1.713641152E1,3.462552154E1
2.905137167E0,2.398189892E1,-1.314286030E1,2.032448891E1,3.407273253E1
2.915207167E0,2.028263454E1,-1.529074492E1,2.098030327E1,3.294488229E1
2.925277167E0,1.692950546E1,-1.714859244E1,2.011307932E1,3.138818787E1
2.935347167E0,1.346700070E1,-1.850265556E1,1.704156852E1,2.853284823E1
2.945417167E0,1.040810350E1,-1.947675023E1,1.384217793E1,2.606296814E1
2.955487167E0,7.946969504E0,-2.036760394E1,1.211307557E1,2.499440366E1
2.965557167E0,6.569753752E0,-2.184621743E1,1.079771868E1,2.523904929E1
2.975627167E0,6.038996724E0,-2.383515018E1,9.875376549E0,2.649730038E1
2.985697167E0,5.963343109E0,-2.599354692E1,9.981611102E0,2.847557730E1
2.995767167E0,6.587927483E0,-2.786794207E1,1.045178688E1,3.048381263E1
3.005837167E0,7.975957076E0,-2.965037220E1,1.035450091E1,3.240333551E1
3.015907167E0,9.593940704E0,-3.124732164E1,1.060609841E1,3.436463490E1
3.025977167E0,1.166841821E1,-3.215453118E1,1.051332532E1,3.578541419E1
3.036047167E0,1.445661739E1,-3.294090217E1,9.866480595E0,3.730206779E1
3.046117167E0,1.754522662E1,-3.361626025E1,9.421572388E0,3.907241939E1
3.056187167E0,2.079117391E1,-3.387239870E1,9.393457221E0,4.083931127E1
3.066257167E0,2.359385196E1,-3.435247616E1,9.714026141E0,4.279164372E1
3.076327167E0,2.558563346E1,-3.512260124E1,1.045899416E1,4.469465646E1
3.086397167E0,2.682058412E1,-3.585732260E1,1.162287542E1,4.626210706E1
3.096467167E0,2.734561965E1,-3.688798323E1,1.263745621E1,4.762574430E1
3.106537167E0,2.719896212E1,-3.734799070E1,1.313639795E1,4.803353934E1
3.116607167E0,2.728690659E1,-3.730466284E1,1.414853578E1,4.833626180E1
3.126677167E0,2.697042721E1,-3.636875282E1,1.547265297E1,4.784864800E1
3.136747167E0,2.521886335E1,-3.512144583E1,1.639345846E1,4.624124248E1
3.146817167E0,2.300056305E1,-3.315758828E1,1.762155735E1,4.403374666E1
3.156887167E0,2.118770868E1,-3.093751043E1,1.801734017E1,4.160135932E1
3.166957167E0,1.921658305E1,-2.907954596E1,1.809409540E1,3.927204280E1
3.177027167E0,1.746277036E1,-2.702564597E1,1.868826373E1,3.721001330E1
3.187097167E0,1.556521907E1,-2.548684359E1,1.862452557E1,3.519557065E1
3.197167167E0,1.213170480E1,-2.376463275E1,1.800690757E1,3.218982373E1
3.207237167E0,7.150040789E0,-2.194600601E1,1.714826851E1,2.875436273E1
3.217307167E0,8.555599165E-1,-1.986495624E1,1.585691678E1,2.543207185E1
3.227377167E0,-5.856909167E0,-1.857866703E1,1.422103073E1,2.411862286E1
3.237447167E0,-1.154787903E1,-1.816682892E1,1.339737556E1,2.535501637E1
3.247517167E0,-1.402620384E1,-1.955407966E1,1.307928352E1,2.738912344E1
3.257587167E0,-1.270666503E1,-2.268852522E1,1.302183346E1,2.908258344E1
3.267657167E0,-1.020223590E1,-2.590280749E1,1.310380557E1,3.076931546E1
3.277727167E0,-1.020673709E1,-2.748109730E1,1.330235129E1,3.219224659E1
