"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.196490042E0,1.904823470E1,-2.918567994E1,-1.804267879E0,3.489834582E1
1.206560042E0,2.248343296E1,-2.812965876E1,-2.871255658E0,3.612515147E1
1.216630042E0,2.489123451E1,-2.778485781E1,-3.921195441E0,3.750930088E1
1.226700042E0,2.779330821E1,-2.692827112E1,-4.571609305E0,3.896792756E1
1.236770042E0,2.979359624E1,-2.585792192E1,-5.076063802E0,3.977507922E1
1.246840042E0,3.191352533E1,-2.492239549E1,-5.875208613E0,4.091597453E1
1.256911042E0,3.400502057E1,-2.390242590E1,-7.322835367E0,4.220534689E1
1.266981042E0,3.583144282E1,-2.274519643E1,-9.137001851E0,4.341337418E1
1.277051042E0,3.724406931E1,-2.291528492E1,-1.020328840E1,4.490365326E1
1.287121042E0,3.650184948E1,-2.354236138E1,-8.429675283E0,4.424575935E1
1.297191042E0,3.277675445E1,-2.233075280E1,-5.402167697E0,4.002701049E1
1.307261042E0,2.828447198E1,-2.171676476E1,-2.670164942E0,3.575974004E1
1.317331042E0,2.269820353E1,-2.013056718E1,6.177404997E-1,3.034517724E1
1.327401042E0,1.771410591E1,-1.781005404E1,2.428562669E0,2.523659029E1
1.337471042E0,1.340135284E1,-1.624891528E1,3.005666774E0,2.127575001E1
1.347541042E0,9.590169250E0,-1.595730412E1,1.872405629E0,1.871130150E1
1.357612042E0,4.962388083E0,-1.849718491E1,4.332856965E-1,1.915617084E1
1.367682042E0,-1.081208646E-1,-2.405759229E1,8.512370700E-1,2.407289018E1
1.377752042E0,-3.205244815E0,-2.988553786E1,3.014170087E0,3.020768427E1
1.387822042E0,-6.191469305E0,-3.440635006E1,6.261275119E0,3.551527535E1
1.397892042E0,-1.038753885E1,-3.879233717E1,1.273356105E1,4.212944295E1
1.407962042E0,-1.602202811E1,-4.341024356E1,2.314195574E1,5.173687994E1
1.418032042E0,-2.926846716E1,-3.871812665E1,3.770818387E1,6.146253844E1
1.428102042E0,-3.279431949E1,-5.298255190E1,2.677702704E1,6.782055274E1
1.438172042E0,-1.699718698E1,-4.077161967E1,3.266021710E1,5.493559062E1
1.448242042E0,-1.661552869E1,-3.860293650E1,2.272565972E1,4.777779934E1
1.458312042E0,-2.242255409E1,-3.612460584E1,2.415832812E1,4.890176783E1
1.468383042E0,-2.370221256E1,-3.373987975E1,2.241610812E1,4.693246498E1
1.478453042E0,-2.110650489E1,-3.187765851E1,2.072914664E1,4.348985147E1
1.488523042E0,-1.640978973E1,-2.999398968E1,1.871120937E1,3.897473505E1
1.498593042E0,-9.860916384E0,-2.838471899E1,1.451823418E1,3.337227993E1
1.508663042E0,-3.278743147E0,-2.692910610E1,1.048541890E1,2.908386016E1
1.518733042E0,3.100761504E0,-2.637977423E1,7.563975710E0,2.761740282E1
1.528803042E0,9.555972978E0,-2.708170674E1,6.184535676E0,2.937658831E1
1.538873042E0,1.718773371E1,-2.914043653E1,6.004628545E0,3.436042483E1
1.548943042E0,2.446756163E1,-3.115762535E1,7.281883807E0,4.028008219E1
1.559014042E0,2.867152257E1,-3.218039693E1,1.011000660E1,4.427015232E1
1.569084042E0,3.083405681E1,-3.281441286E1,1.365711590E1,4.705360311E1
1.579154042E0,3.099363902E1,-3.368017734E1,1.622362491E1,4.856095150E1
1.589224042E0,2.934279930E1,-3.386716661E1,1.805751171E1,4.831209553E1
1.599294042E0,2.703878350E1,-3.310095215E1,1.755239999E1,4.620449753E1
1.609364042E0,2.427571682E1,-3.179489935E1,1.466116118E1,4.260487882E1
1.619434042E0,2.137173693E1,-3.035480498E1,1.099091654E1,3.871647674E1
1.629504042E0,1.852467384E1,-2.908249530E1,7.851064643E0,3.536374258E1
1.639574042E0,1.550900745E1,-2.817136812E1,6.249262015E0,3.275986217E1
1.649644042E0,1.263525766E1,-2.782479429E1,5.613358601E0,3.107054406E1
1.659715042E0,1.003233687E1,-2.812280816E1,5.816800776E0,3.041998181E1
1.669785042E0,7.625364457E0,-2.829676283E1,6.714555370E0,3.006556541E1
