"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.316247917E-1,4.361990717E-1,-5.237935781E-3,-6.701710206E-1,7.996413340E-1
2.416947916E-1,3.791261539E-1,-3.600949287E-2,-7.069073955E-1,8.029641274E-1
2.517647917E-1,3.144968793E-1,-1.068403244E-2,-6.881004111E-1,7.566403448E-1
2.618347917E-1,3.106502885E-1,-2.624815106E-3,-6.554998449E-1,7.253899214E-1
2.719047916E-1,2.900186804E-1,-1.815443516E-2,-6.625983647E-1,7.235171121E-1
2.819747917E-1,1.937398893E-1,1.847720146E-2,-6.778566740E-1,7.052419600E-1
2.920447917E-1,1.771887606E-1,8.622888923E-3,-6.151915522E-1,6.402584299E-1
3.021137917E-1,1.303838459E-1,-1.239024997E-3,-6.040858624E-1,6.179977440E-1
3.121837917E-1,9.624926269E-2,-2.818357944E-3,-5.581757178E-1,5.664203348E-1
3.222537917E-1,8.648616672E-2,-2.007641494E-2,-4.924158110E-1,5.003561235E-1
3.323237917E-1,5.495505631E-2,1.307963669E-2,-4.524260453E-1,4.559390986E-1
3.423937917E-1,1.652364671E-2,2.457058489E-2,-4.235197500E-1,4.245535575E-1
3.524637917E-1,-2.970531732E-2,4.856580377E-2,-4.121627031E-1,4.160758788E-1
3.625337917E-1,-8.157918334E-2,2.175105751E-2,-4.200839992E-1,4.284843498E-1
3.726037916E-1,-1.613711652E-1,-2.534475625E-2,-4.245552188E-1,4.548957501E-1
3.826727917E-1,-2.173927537E-1,-5.430133760E-2,-2.695801035E-1,3.505448286E-1
3.927427917E-1,-2.097530740E-1,-3.545166850E-2,-8.234633803E-2,2.281098250E-1
4.028127916E-1,-1.675002167E-1,-3.778295338E-2,2.391507547E-2,1.733661010E-1
4.128827917E-1,-1.961495268E-1,1.929230332E-2,2.607748546E-2,1.988136441E-1
4.229527917E-1,-1.551093820E-1,8.100381732E-2,3.266722441E-2,1.780103546E-1
4.330227917E-1,-1.123589265E-1,7.663711667E-2,-4.035857879E-2,1.418682167E-1
4.430927917E-1,-1.194536456E-1,1.208742267E-1,-4.125331242E-2,1.748759215E-1
4.531617917E-1,-7.047941387E-2,1.260349792E-1,4.336872540E-2,1.507746998E-1
4.632317917E-1,-1.129506648E-2,7.670143604E-2,1.070321131E-1,1.321611215E-1
4.733017916E-1,-3.399951249E-2,4.645320475E-2,8.893030286E-2,1.059361404E-1
4.833717917E-1,-4.402661026E-2,4.375062168E-2,1.226762655E-1,1.374842733E-1
4.934417917E-1,-4.529750258E-2,1.544308126E-2,1.616690078E-1,1.686037383E-1
5.035117916E-1,-3.798877537E-2,-5.549592376E-3,2.086812794E-1,2.121834617E-1
5.135817917E-1,-1.252502829E-2,-7.504725873E-2,2.421068877E-1,2.537808355E-1
5.236517917E-1,-4.502326816E-2,-8.730009913E-2,1.940141968E-1,2.174624348E-1
5.337217916E-1,3.841620684E-3,-1.738938546E-1,2.786391217E-1,3.284715982E-1
5.437907916E-1,1.282118976E-2,-2.504239672E-1,4.484802346E-1,5.138200727E-1
5.538607917E-1,-1.999104559E-2,-2.589228952E-1,7.050993633E-1,7.514025684E-1
5.639307917E-1,-5.688960761E-2,-2.515097952E-1,9.563776088E-1,9.905310369E-1
5.740007916E-1,-1.453573957E-1,-1.950139976E-1,1.174203349E0,1.199129991E0
5.840707917E-1,-2.116168740E-1,-3.521310210E-2,1.429756494E0,1.445761147E0
5.941407917E-1,-2.666906288E-1,1.475363606E-1,1.530335619E0,1.560390329E0
6.042107916E-1,-3.426670101E-1,4.448561668E-1,1.611456966E0,1.706490915E0
6.142807917E-1,-3.595569849E-1,6.138336825E-1,1.627939097E0,1.776586255E0
6.243497917E-1,-4.433376449E-1,8.680215025E-1,1.379645855E0,1.689210550E0
6.344197917E-1,-5.093778527E-1,1.217654593E0,9.878309512E-1,1.648623211E0
6.444897917E-1,-5.904959831E-1,1.381985911E0,5.726283538E-1,1.608251783E0
6.545597917E-1,-7.477676654E-1,1.667437039E0,3.053229634E-1,1.852761418E0
6.646297917E-1,-9.382217118E-1,1.941093163E0,1.380445755E-1,2.160360839E0
6.746997916E-1,-1.272382485E0,2.345045718E0,-1.385766721E-1,2.671591305E0
6.847697917E-1,-1.623694896E0,2.844159953E0,-3.074126486E-1,3.289397132E0
6.948397917E-1,-1.689320536E0,3.086866180E0,-1.507984491E-1,3.522113976E0
7.049087916E-1,-1.627097975E0,3.503776165E0,-3.289514887E-1,3.877125780E0
7.149787917E-1,-2.031478838E0,4.249318964E0,-1.195308947E0,4.859257290E0
7.250487917E-1,-2.157136380E0,4.278219997E0,-2.088011473E0,5.226489799E0
7.351187917E-1,-2.226924653E0,3.916504805E0,-2.752449299E0,5.279600405E0
7.451887917E-1,-2.467876715E0,3.581230137E0,-3.237561207E0,5.421939445E0
7.552585417E-1,-2.432586722E0,2.666131532E0,-4.136514480E0,5.489670988E0
7.653285417E-1,-1.537039745E0,5.173587173E-1,-5.352680372E0,5.592972232E0
7.753985416E-1,-3.143419573E0,3.836911921E0,-6.233341216E0,7.966022999E0
7.854675417E-1,-1.820350499E0,4.099966459E0,-8.331759564E0,9.462643306E0
7.955375417E-1,-6.154931223E-1,2.934233387E0,-1.008481095E1,1.052102510E1
8.056075416E-1,2.884484106E-1,2.134572267E0,-1.171350258E1,1.190990109E1
8.156775417E-1,2.136904721E0,5.761729360E-2,-1.271945873E1,1.289784137E1
8.257475417E-1,4.668956090E0,-3.303349400E0,-1.210063153E1,1.338419036E1
8.358175417E-1,8.165905631E0,-4.515351489E0,-1.189797990E1,1.512059323E1
8.458875417E-1,1.181430273E1,-6.343208059E0,-1.195824130E1,1.796701346E1
8.559565417E-1,1.531839172E1,-8.173697630E0,-1.155676680E1,2.085716464E1
8.660265417E-1,1.862832509E1,-9.619090748E0,-1.205839709E1,2.418566399E1
8.760965416E-1,2.199430869E1,-1.108235413E1,-1.317244838E1,2.792994064E1
8.861665417E-1,2.496936734E1,-1.155419168E1,-1.351903858E1,3.065506573E1
8.962365417E-1,2.763476680E1,-1.084931218E1,-1.485842986E1,3.319880794E1
9.063065416E-1,3.062950250E1,-9.956593205E0,-1.651261652E1,3.619346178E1
9.163765417E-1,3.296116628E1,-9.781465003E0,-1.730849508E1,3.849285053E1
9.264465417E-1,3.371838304E1,-1.046925018E1,-1.707719560E1,3.921944880E1
9.365165416E-1,3.324859201E1,-1.212018930E1,-1.541531166E1,3.860051415E1
9.465855416E-1,3.183299279E1,-1.400265711E1,-1.250560150E1,3.695678429E1
9.566555417E-1,3.022556047E1,-1.622454058E1,-9.728995013E0,3.565772801E1
9.667255417E-1,2.797525952E1,-1.825899975E1,-7.214642581E0,3.417685305E1
9.767955416E-1,2.586394222E1,-1.960482414E1,-3.755914536E0,3.267108095E1
9.868655417E-1,2.456858748E1,-2.063778039E1,4.525860398E-1,3.208953575E1
9.969355417E-1,2.307711714E1,-2.114196241E1,4.481900153E0,3.161682050E1
1.007005542E0,2.113991354E1,-2.128397256E1,7.166425856E0,3.084252085E1
1.017075542E0,1.856813619E1,-2.161226799E1,7.769663215E0,2.953359910E1
1.027144542E0,1.581672302E1,-2.209318043E1,7.533809924E0,2.819637637E1
1.037214542E0,1.345006950E1,-2.279929019E1,7.207826482E0,2.743473648E1
1.047284542E0,1.168930681E1,-2.419227004E1,6.368610703E0,2.761276925E1
1.057354542E0,1.047635337E1,-2.565132342E1,5.631652200E0,2.827472157E1
1.067424542E0,1.021629963E1,-2.689200201E1,5.472533090E0,2.928312088E1
1.077494542E0,1.009370340E1,-2.774948215E1,4.548261373E0,2.987646715E1
1.087564542E0,1.029956866E1,-2.853205479E1,3.578030833E0,3.054441961E1
1.097634542E0,1.084328019E1,-2.869608556E1,2.951573889E0,3.081807651E1
1.107703542E0,1.103991737E1,-2.867198567E1,2.238722580E0,3.080542837E1
1.117773542E0,1.099822906E1,-2.850339875E1,2.069736586E0,3.062170133E1
1.127843542E0,1.097927707E1,-2.828776046E1,2.236087824E0,3.042600870E1
1.137913542E0,1.138158071E1,-2.818131774E1,1.986032816E0,3.045769813E1
1.147983542E0,1.246547323E1,-2.766211072E1,2.348203507E0,3.043180001E1
1.158053542E0,1.470662445E1,-2.654370910E1,2.613668559E0,3.045791455E1
1.168123542E0,1.763305063E1,-2.535735349E1,2.016897929E0,3.095137683E1
1.178193542E0,2.111202466E1,-2.419048781E1,7.588539863E-1,3.211655562E1
1.188263542E0,2.474936936E1,-2.284814251E1,-7.605219045E-1,3.369194701E1
1.198332542E0,2.818346718E1,-2.155478285E1,-2.047480036E0,3.554024002E1
1.208402542E0,3.067400215E1,-2.088644610E1,-2.593561739E0,3.720033066E1
1.218472542E0,3.215056209E1,-2.069958780E1,-1.940696576E0,3.828704587E1
1.228542542E0,3.335175560E1,-2.052239377E1,-3.839187511E-1,3.916191571E1
1.238612542E0,3.390636167E1,-2.058954554E1,2.409672654E-1,3.966899056E1
1.248682542E0,3.307034549E1,-2.038462636E1,1.252272449E0,3.886835382E1
1.258752542E0,3.174945947E1,-1.978329402E1,1.775240400E0,3.745074602E1
1.268822542E0,2.932459809E1,-1.928105562E1,1.428708673E0,3.512452658E1
1.278891542E0,2.595047633E1,-1.833964805E1,1.152699628E0,3.179777711E1
1.288961542E0,2.264149022E1,-1.742658896E1,1.105564492E0,2.859275004E1
1.299031542E0,1.937866202E1,-1.723136446E1,9.580176066E-1,2.594937881E1
1.309101542E0,1.591802018E1,-1.744587892E1,1.277893632E0,2.365111139E1
1.319171542E0,1.186588921E1,-1.897914516E1,1.614208081E0,2.244132228E1
1.329241542E0,6.790294354E0,-2.244901625E1,1.670273231E0,2.351289520E1
1.339311542E0,1.018291436E0,-2.712165024E1,3.145009139E0,2.732237017E1
1.349381542E0,-5.356233725E0,-3.275913796E1,7.803544321E0,3.409905664E1
1.359450542E0,-1.257419519E1,-3.754361047E1,1.469185087E1,4.223131011E1
1.369520542E0,-1.914043827E1,-4.110832573E1,2.088300560E1,4.992344885E1
1.379590542E0,-2.391428171E1,-4.274131741E1,2.502470773E1,5.499953710E1
1.389660542E0,-2.634034528E1,-4.302919221E1,2.628950491E1,5.688992213E1
1.399730542E0,-2.585228989E1,-4.345289549E1,2.460072144E1,5.622891173E1
1.409800542E0,-2.372727372E1,-4.311613797E1,2.067473947E1,5.338004987E1
1.419870542E0,-2.072554242E1,-4.204118116E1,1.717103406E1,4.991846785E1
1.429939542E0,-1.921977680E1,-3.983254280E1,1.568458296E1,4.692587164E1
1.440009542E0,-1.859172269E1,-3.814442825E1,1.583060548E1,4.529081175E1
1.450079542E0,-1.793884364E1,-3.694782130E1,1.656570223E1,4.428731308E1
1.460149542E0,-1.511125879E1,-3.629317639E1,1.552355766E1,4.226731168E1
1.470219542E0,-1.019858724E1,-3.565000839E1,1.255404919E1,3.914764912E1
1.480289542E0,-4.434640033E0,-3.485138399E1,9.377102559E0,3.636227510E1
1.490359542E0,1.906504544E0,-3.496767341E1,6.919908414E0,3.569675161E1
1.500429542E0,8.501807120E0,-3.611223313E1,5.562804744E0,3.751424933E1
1.510498542E0,1.554905152E1,-3.797873219E1,6.958773687E0,4.162429139E1
1.520568542E0,2.191799785E1,-4.051042221E1,1.097111670E1,4.734826648E1
1.530638542E0,2.653890269E1,-4.222205192E1,1.552678298E1,5.223117856E1
1.540708542E0,2.780285788E1,-4.065888067E1,1.992123452E1,5.313190255E1
1.550778542E0,3.005481008E1,-4.709569681E1,2.039150034E1,5.947360383E1
1.560848542E0,3.171334005E1,-4.840414930E1,2.126583684E1,6.165171063E1
1.570918542E0,3.093070895E1,-4.699631753E1,2.398363203E1,6.116025852E1
1.580988542E0,2.988648511E1,-4.820874939E1,2.388494039E1,6.154490951E1
1.591058542E0,2.727894502E1,-4.615241462E1,2.265070543E1,5.820000578E1
1.601127542E0,2.362242847E1,-4.394343010E1,2.127078125E1,5.423550784E1
1.611197542E0,1.975553612E1,-4.221044636E1,1.909958494E1,5.036662719E1
1.621267542E0,1.556121373E1,-3.949212258E1,1.689207042E1,4.568502120E1
1.631337542E0,1.193833504E1,-3.744762726E1,1.472136996E1,4.197103006E1
1.641407542E0,8.892618057E0,-3.480988981E1,1.312175068E1,3.824901862E1
1.651477542E0,7.416162191E0,-3.201398751E1,1.106370852E1,3.467420517E1
1.661547542E0,6.920168615E0,-2.889705670E1,8.326149745E0,3.085860316E1
1.671616542E0,6.632128925E0,-2.567291602E1,5.772895203E0,2.713687657E1
1.681686542E0,6.770489835E0,-2.241003169E1,3.890652511E0,2.373154504E1
1.691756542E0,7.231223531E0,-1.918901577E1,2.115537241E0,2.061515020E1
1.701826542E0,8.611876277E0,-1.615888571E1,-1.866204657E-2,1.831049831E1
1.711896542E0,1.087887804E1,-1.288183474E1,-1.916482379E0,1.696951851E1
1.721966542E0,1.469634972E1,-1.010452308E1,-3.439685419E0,1.816357668E1
1.732036542E0,1.933255322E1,-7.635250930E0,-5.119598662E0,2.140689051E1
1.742106542E0,2.458659925E1,-5.994501168E0,-6.422586350E0,2.610908888E1
1.752176542E0,2.893385674E1,-5.948080122E0,-4.825710002E0,2.993050617E1
1.762246042E0,3.226379225E1,-6.890498673E0,1.086179145E-1,3.299156044E1
1.772316042E0,3.490929013E1,-8.948786995E0,5.229663141E0,3.641550086E1
1.782386042E0,3.588116520E1,-1.134071218E1,1.284155795E1,3.976148110E1
1.792456042E0,3.728822514E1,-1.205682068E1,2.262461281E1,4.525098633E1
1.802526042E0,4.203727522E1,-1.087900434E1,3.031942933E1,5.295991917E1
1.812596042E0,5.019698514E1,-9.361222106E0,3.240720340E1,6.047806734E1
1.822666042E0,5.990982781E1,-7.118829521E0,2.976963669E1,6.727626974E1
1.832736042E0,6.895256085E1,-5.030138601E0,2.256868303E1,7.272622220E1
1.842806042E0,7.224467892E1,-3.947374595E0,1.330473111E1,7.356555762E1
1.852875042E0,7.163652639E1,-2.783517310E0,7.101167421E0,7.204142184E1
1.862945042E0,6.996186512E1,-4.283460272E0,5.452180102E0,7.030460063E1
1.873015042E0,6.143490327E1,-7.883261166E0,5.573833178E0,6.218891190E1
1.883085042E0,5.178053277E1,-1.258548733E1,6.821169407E0,5.372286680E1
1.893155042E0,4.504793172E1,-1.714702071E1,7.828282721E0,4.883255555E1
1.903225042E0,4.069426334E1,-2.111895244E1,8.212495075E0,4.657765877E1
1.913295042E0,3.730450613E1,-2.488652867E1,8.466420940E0,4.563601396E1
1.923365042E0,3.357545838E1,-2.773333682E1,8.892038013E0,4.444679647E1
1.933435042E0,2.937918068E1,-2.940801915E1,9.939713463E0,4.274068029E1
1.943504042E0,2.557541253E1,-3.071272241E1,1.050315701E1,4.132419813E1
1.953574042E0,2.172065666E1,-3.196712090E1,9.204187528E0,3.972909278E1
1.963644042E0,1.859222555E1,-3.282771644E1,7.393927569E0,3.844476535E1
1.973714042E0,1.544510907E1,-3.417624810E1,4.559062350E0,3.778031733E1
1.983784042E0,1.273448959E1,-3.479409297E1,2.317410754E0,3.712366527E1
1.993854042E0,1.054396941E1,-3.524187742E1,5.745186856E-1,3.678988022E1
2.003924042E0,8.659634580E0,-3.522404575E1,-4.349650899E-1,3.627549951E1
2.013994042E0,7.505250953E0,-3.484460589E1,-3.383713531E-1,3.564533415E1
2.024063042E0,6.825896296E0,-3.439378557E1,4.302847227E-2,3.506461460E1
2.034133042E0,6.650595016E0,-3.400340908E1,2.852248406E-1,3.464886140E1
2.044203042E0,7.383877375E0,-3.353913548E1,8.919074515E-1,3.435390447E1
2.054273042E0,8.564260061E0,-3.295333335E1,1.820493025E0,3.409667028E1
2.064343042E0,9.947927631E0,-3.224289431E1,2.465766163E0,3.383261001E1
2.074413042E0,1.114131277E1,-3.054654454E1,4.134981340E0,3.277679521E1
2.084483042E0,1.244422912E1,-2.906484138E1,5.160752535E0,3.203524949E1
2.094553042E0,1.406527728E1,-2.756891078E1,5.106680993E0,3.136805791E1
2.104622042E0,1.569874492E1,-2.584377166E1,5.153546426E0,3.067425902E1
2.114692042E0,1.706082106E1,-2.459750547E1,5.065558695E0,3.036064518E1
2.124762042E0,1.931820883E1,-2.338800658E1,4.859404582E0,3.072142342E1
2.134832042E0,2.226103996E1,-2.145426687E1,4.217839894E0,3.120303896E1
2.144902042E0,2.516457313E1,-1.982172660E1,2.971583354E0,3.217121219E1
2.154972042E0,2.841846678E1,-1.900395139E1,2.596281863E0,3.428556696E1
2.165042042E0,3.155541377E1,-1.852786057E1,2.454174643E0,3.667490598E1
2.175112042E0,3.327841047E1,-1.765194883E1,2.307658621E0,3.774081596E1
2.185181042E0,3.348221400E1,-1.728762988E1,1.806842262E0,3.772513062E1
2.195251042E0,3.181283861E1,-1.678169837E1,1.757277753E0,3.601069460E1
2.205321042E0,2.901297424E1,-1.607769244E1,2.064464736E0,3.323412227E1
2.215391042E0,2.563614639E1,-1.589012662E1,2.101957083E0,3.023452248E1
2.225461042E0,2.144078319E1,-1.596564341E1,2.613162775E0,2.685958997E1
2.235531042E0,1.611000532E1,-1.674796228E1,2.037012058E0,2.332757874E1
2.245601042E0,9.582664933E0,-1.986659112E1,1.231653997E0,2.209130782E1
2.255671042E0,2.098975003E0,-2.494034644E1,2.475018212E0,2.515059227E1
2.265741042E0,-6.186462919E0,-3.032165829E1,6.154089224E0,3.155230735E1
2.275810042E0,-1.612047184E1,-3.595323097E1,1.004250868E1,4.066148558E1
2.285880042E0,-2.684789062E1,-3.950545891E1,1.404359697E1,4.978667623E1
2.295950042E0,-3.525618439E1,-4.225959104E1,1.723100778E1,5.766956911E1
2.306020042E0,-4.066980327E1,-4.283440976E1,1.846128534E1,6.188407399E1
2.316090042E0,-4.194257840E1,-4.233295255E1,1.685007571E1,6.192886084E1
2.326160042E0,-4.177190519E1,-4.019738567E1,1.485143893E1,5.984385613E1
2.336230042E0,-4.061600889E1,-3.821855224E1,1.249973791E1,5.715383942E1
2.346299042E0,-3.775133398E1,-3.657987005E1,1.022401678E1,5.355166318E1
2.356369042E0,-3.284736543E1,-3.503557128E1,8.780623412E0,4.882151184E1
2.366439042E0,-2.611146655E1,-3.379389165E1,7.898816514E0,4.343071609E1
2.376509042E0,-1.784735343E1,-3.311831838E1,7.007135423E0,3.826814581E1
2.386579042E0,-9.790423522E0,-3.282020160E1,6.104397247E0,3.478910306E1
2.396649042E0,-1.737475573E0,-3.295479515E1,5.556669846E0,3.346511504E1
2.406719042E0,6.508032297E0,-3.341105807E1,5.696410114E0,3.451235103E1
2.416789042E0,1.407091399E1,-3.452206880E1,7.072424848E0,3.794447322E1
2.426859042E0,2.060118851E1,-3.594714752E1,1.042139890E1,4.272249920E1
2.436928042E0,2.586144429E1,-3.660971424E1,1.413212148E1,4.699789713E1
2.446998042E0,2.860148229E1,-3.585347279E1,1.705314951E1,4.893185270E1
2.457068042E0,2.957095064E1,-3.520912132E1,1.799569378E1,4.937578698E1
2.467138042E0,2.920708777E1,-3.466230608E1,1.813910376E1,4.882168088E1
2.477208042E0,2.791894850E1,-3.285796994E1,1.773773450E1,4.662339648E1
2.487278042E0,2.620821224E1,-3.125948151E1,1.557706553E1,4.366543878E1
2.497348042E0,2.424238302E1,-2.942867619E1,1.309383841E1,4.031362947E1
2.507418042E0,2.197669922E1,-2.794395587E1,1.100978316E1,3.721633114E1
2.517487042E0,1.939769939E1,-2.670701014E1,1.002206448E1,3.449604193E1
2.527557042E0,1.638962853E1,-2.571327116E1,9.967776589E0,3.208034924E1
2.537627042E0,1.376399949E1,-2.574939760E1,1.048495814E1,3.102279011E1
2.547697042E0,1.134870182E1,-2.564194215E1,1.078563366E1,3.004383670E1
2.557767042E0,9.060937761E0,-2.508064453E1,1.131784723E1,2.896951828E1
2.567837042E0,7.049262273E0,-2.437742797E1,1.191992918E1,2.803633009E1
2.577907042E0,5.463445932E0,-2.374003703E1,1.223033330E1,2.725838682E1
2.587977042E0,4.263216042E0,-2.368333775E1,1.217953503E1,2.697066131E1
2.598047042E0,3.310901663E0,-2.374731798E1,1.290210821E1,2.722795580E1
2.608116042E0,2.955643551E0,-2.315810107E1,1.404548211E1,2.724534900E1
2.618186042E0,3.539500898E0,-2.290644861E1,1.354554518E1,2.684614029E1
2.628256042E0,4.408983035E0,-2.249434854E1,1.240189060E1,2.606226656E1
2.638326042E0,5.412853484E0,-2.085848705E1,1.074467976E1,2.407952674E1
2.648396042E0,6.455563477E0,-1.950871579E1,8.457728469E0,2.222155401E1
2.658466042E0,6.961696710E0,-1.822082912E1,6.718128018E0,2.063000434E1
2.668536042E0,6.653803968E0,-1.691545577E1,5.815379902E0,1.908466386E1
2.678606042E0,6.630985794E0,-1.631287447E1,4.469686489E0,1.816749689E1
2.688675042E0,7.083241028E0,-1.593233650E1,2.888347946E0,1.767354531E1
2.698745042E0,7.723652644E0,-1.533083577E1,1.753706274E0,1.725586339E1
2.708815042E0,1.011398505E1,-1.458006263E1,-1.356928436E-1,1.774512137E1
2.718885042E0,1.516471637E1,-1.488895700E1,-3.962598991E0,2.161832219E1
2.728955042E0,2.100930546E1,-1.500567678E1,-8.599661443E0,2.721241313E1
2.739025042E0,2.620152771E1,-1.655092280E1,-1.271284553E1,3.349730648E1
2.749095042E0,3.011613567E1,-2.059667212E1,-1.428438531E1,3.918224335E1
2.759164917E0,3.267786868E1,-2.452329027E1,-1.087021480E1,4.227761154E1
2.769234917E0,3.578184674E1,-2.481995929E1,-3.730196142E0,4.370681066E1
2.779303917E0,4.238900630E1,-2.498504022E1,1.770098358E0,4.923630101E1
2.789373917E0,5.017116384E1,-2.351694002E1,5.850456179E0,5.571732214E1
2.799443917E0,5.824019046E1,-1.995438823E1,9.364335748E0,6.227188915E1
2.809513917E0,6.628300285E1,-1.534786286E1,1.159671731E1,6.901794849E1
2.819583917E0,7.286065736E1,-1.086996220E1,1.194528621E1,7.462922572E1
2.829653917E0,7.299496089E1,-1.005477848E1,1.283010326E1,7.479287690E1
2.839723917E0,7.234118136E1,-6.077926902E0,1.586189159E1,7.430872978E1
2.849793917E0,6.634825310E1,-6.231497589E0,1.509836568E1,6.832922433E1
2.859863917E0,5.541628468E1,-5.284170885E0,1.499509449E1,5.765188573E1
2.869933917E0,4.485778962E1,-4.710878288E0,1.510308321E1,4.756592043E1
2.880002917E0,3.653462897E1,-4.863261405E0,1.325614074E1,3.916829959E1
2.890072917E0,3.012492989E1,-5.297437633E0,1.028389110E1,3.226968643E1
2.900142917E0,2.637419832E1,-7.288988759E0,8.694907908E0,2.871113230E1
2.910212917E0,2.434279140E1,-1.038470178E1,7.327786789E0,2.746106305E1
2.920282917E0,2.265706252E1,-1.455656384E1,6.387701862E0,2.767740537E1
2.930352917E0,2.071130328E1,-1.863088968E1,5.599140512E0,2.841511056E1
2.940422917E0,1.865451009E1,-2.307176109E1,5.012993980E0,3.009031431E1
2.950492917E0,1.670926073E1,-2.735119555E1,5.231568164E0,3.247547686E1
2.960561917E0,1.532316656E1,-3.166809430E1,5.381504806E0,3.558972076E1
2.970631917E0,1.463358103E1,-3.518592658E1,5.456363200E0,3.849627284E1
2.980701917E0,1.502314125E1,-3.787688305E1,5.117321756E0,4.106750570E1
2.990771917E0,1.622351264E1,-3.978920792E1,4.630646303E0,4.321835622E1
3.000841917E0,1.807728699E1,-4.049072411E1,4.794159011E0,4.460124443E1
3.010911917E0,2.119591116E1,-4.070225298E1,4.467907181E0,4.610750744E1
3.020981917E0,2.419133449E1,-4.101934047E1,4.606420119E0,4.784376723E1
3.031051917E0,2.700053335E1,-4.111492607E1,5.392986399E0,4.948282782E1
3.041121917E0,2.945789356E1,-4.175110781E1,6.239572594E0,5.147674001E1
3.051190917E0,3.068649414E1,-4.222874113E1,6.972778353E0,5.266447700E1
3.061260917E0,3.124141829E1,-4.178365575E1,6.882845253E0,5.262388872E1
3.071330917E0,3.208703560E1,-4.055616147E1,5.809967719E0,5.203975222E1
3.081400917E0,3.334020618E1,-3.886501104E1,4.433595720E0,5.139761865E1
3.091470917E0,3.520752854E1,-3.676516364E1,3.122847607E0,5.099999510E1
3.101540917E0,3.663479645E1,-3.506573823E1,2.533843541E0,5.077533528E1
3.111610917E0,3.742059909E1,-3.382179222E1,3.259980016E0,5.054544821E1
3.121680917E0,3.718345707E1,-3.276653586E1,4.233269819E0,4.974108890E1
3.131750917E0,3.513184685E1,-3.144624626E1,5.369892236E0,4.745470271E1
3.141819917E0,3.112292330E1,-3.000529819E1,6.606326916E0,4.373325771E1
3.151889917E0,2.642218759E1,-2.811607217E1,7.968004278E0,3.939713954E1
3.161959917E0,2.213785784E1,-2.644605592E1,9.341890626E0,3.573163226E1
3.172029917E0,1.808815580E1,-2.448966177E1,1.052209848E1,3.221241174E1
3.182099917E0,1.428315272E1,-2.397001036E1,1.085561548E1,2.994017761E1
3.192169917E0,9.770129006E0,-2.476582342E1,1.025004508E1,2.852831672E1
3.202239917E0,3.441671718E0,-2.638299253E1,8.955077430E0,2.807313326E1
3.212309917E0,-3.340117861E0,-2.914015586E1,9.359781936E0,3.078815663E1
3.222378917E0,-8.977575177E0,-3.387311908E1,1.042055690E1,3.655917202E1
3.232448917E0,-1.454943726E1,-3.899053205E1,1.370386906E1,4.381488037E1
3.242518917E0,-1.938534656E1,-4.181932845E1,2.025337040E1,5.034726314E1
3.252588917E0,-2.436444014E1,-4.243484379E1,2.618201438E1,5.549630427E1
3.262658917E0,-2.898271139E1,-4.166005965E1,2.910818796E1,5.850508299E1
3.272728917E0,-3.239182289E1,-3.993891535E1,2.795459546E1,5.853039003E1
3.282798917E0,-3.307148686E1,-3.810326385E1,2.402832815E1,5.588329369E1
